,pmid,Abstract
10,38380781,در دهه‌های گذشته، تاشو TIM-barrel به‌عنوان یک سیستم مدل برای کاوش در مورد اینکه چگونه تغییرات در توالی‌های پروتئین بر ویژگی‌های ساختاری، پایداری و عملکردی آن‌ها تأثیر می‌گذارد، خدمت کرده است، و علاوه بر این، چگونه می‌توان از این اطلاعات برای طراحی پروتئین‌ها از زمین استفاده کرد. بالا پس از تلاش‌های متعدد برای طراحی پروتئین‌های de novo با این چین خاص، sTIM11 اولین طراحی de novo معتبر از یک بشکه TIM متقارن چهار برابر ایده‌آل بود. تلاش‌های بعدی برای افزایش پایداری این طرح اولیه منجر به توسعه DeNovoTIMs، خانواده‌ای از بشکه‌های de novo TIM با جهش‌های تثبیت‌کننده مختلف شد. در این مطالعه، ما تحقیقی در مورد اثرات بیوفیزیکی و ترمودینامیکی بر روی معرفی تعداد متفاوتی از جهش‌های تثبیت‌کننده در هر سه ماهه در امتداد توالی یک بشکه متقارن چهار برابری ارائه می‌کنیم. ما طراحی پایه DeNovoTIM0 را بدون هیچ گونه جهش تثبیت کننده با انواعی که حاوی جهش در یک، دو، سه و هر چهار چهارم تعیین شده به ترتیب TIM1q، TIM2q، TIM3q و DeNovoTIM6 بودند، مقایسه کردیم. این تجزیه و تحلیل یک تغییر گام به گام و غیرخطی را در خواص ترمودینامیکی نشان داد که با تعداد چهارمات جهش یافته همبستگی داشت و اثرات غیرافزودنی مثبتی را نشان داد. برای روشن کردن اهمیت مکان محله‌های تثبیت‌شده، ما دو نوع TIM2q را مهندسی کردیم که حاوی تعداد مشابهی از جهش‌ها هستند، اما در مکان‌های سه‌گانه مختلف قرار دارند. خصوصیات این گونه‌های TIM2q نشان داد که جهش‌ها اثرات متفاوتی بر پایداری کلی پروتئین، مشروط به منطقه خاصی که در آن معرفی می‌شوند، نشان می‌دهند. این یافته‌ها تاکید می‌کنند که مقدار و مکان رابط‌های تثبیت‌شده در میان چهار چهارم نقش مهمی در شکل‌دهی به ثبات ساختاری این بشکه‌های متقارن چهار برابری TIM دارند. آنالیز پروتئین‌های نو، همانطور که در این مطالعه توضیح داده شد، درک ما را از اینکه چگونه تغییرات توالی می‌توانند به خوبی پایداری را در پروتئین‌های طبیعی و طراحی‌شده محاسباتی تعدیل کنند، افزایش می‌دهد.
11,38377539,قابلیت‌های منحصر به فرد و دقیق پروتئین‌ها به دلیل ویژگی و دامنه کاربردشان مشهور است. تقلید موثر از اتصال پروتئین پتانسیل فریبنده ای برای هدایت توانایی های آنها به سمت کاربردهای مفید ارائه می دهد، اما با این وجود درک این ویژگی رفتار پروتئین در یک ماده مصنوعی بسیار دشوار است. در اینجا، ما مجموعه‌ای از میسل‌های آمفی‌فیل پپتیدی چند جزئی متصل‌شونده به فسفات را به‌صورت تجربی و محاسباتی طراحی، سنتز و ارزیابی می‌کنیم تا بینش‌های طراحی را در مورد چگونگی ترجمه رفتار اتصال پروتئین به مواد مصنوعی به دست آوریم. با قرار دادن موتیف اتصال حلقه P Walker A در این ماده مصنوعی پپتیدی، ما با موفقیت پارامترهای طراحی اتصال به پروتئین پیوند هیدروژنی و برهمکنش الکترواستاتیک را برای اتصال کامل و انتخابی فسفات در این پلت فرم مصنوعی بسیار قابل تنظیم پیاده‌سازی کردیم. علاوه بر این، در این محیط پپتیدی با آرایه متراکم، ما از شبیه‌سازی‌های دینامیک مولکولی برای شناسایی یک تغییر مکانیکی جذاب اتصال که در پروتئین‌های سنتی غیرقابل دسترس است، استفاده می‌کنیم، و دو عنصر طراحی جدید متناظر را معرفی می‌کنیم - انعطاف‌پذیری و به حداقل رساندن از دست دادن آنتروپی به دلیل اتصال یونی، در مواد مصنوعی مشابه پروتئین سپس این عوامل طراحی جدید را به ترجمه می کنیم
12,38377169,کربنیک آنهیدرازها (CAs) به دلیل سادگی محل فعال و سرعت سریع واکنش، اهدافی برای طراحان پروتئین de Novo هستند. اولین تقلید گزارش شده حاوی روی (II) متصل به سه نیتروژن هیستیدین ایمیدازول و یک مولکول آب برون زا بود که از نزدیک اولین کره هماهنگی آنزیم های بومی را تقلید می کرد. Co(II) به دلیل پیکربندی الکترونیکی d7 برای توصیف دقیق تر راه حل، به عنوان یک فلز جایگزین برای بازجویی CA ها عمل کرده است. ما در اینجا Co(II) جایگزین شده [Co(II) (H2O/OH-)] N(TRIL2WL23H) 3n+ را ارائه می کنیم که به طور مشابه با Co(II) جایگزین شده انسان-CAها رفتار می کند. مانند آنالوگ روی (II)، مشتق کبالت در pH کمی پایه قادر به هیدرولیز p-nitrophenylacetate (pNPA) نیست. با این حال، با افزایش pH، فعالیت قابل توجهی ایجاد می شود، که در مقادیر pH بالاتر از 10 در نهایت بازده کاتالیزوری را به همراه دارد که از [Zn(II)(OH-)]N(TRIL2WL23H)3+ فراتر می رود. تجزیه و تحلیل جذب اشعه ایکس با یک گونه هشت وجهی در pH 7.5 سازگار است که با pH 11 به یک گونه مختصات 5 تبدیل می شود. طیف سنجی UV-vis این انتقال را نظارت می کند و مقدار pKa را 10.3 می دهد. ما این تبدیل را به تشکیل یک گونه 5 مختصات Co(II) (Nimid)3(OH)(H2O) اختصاص می دهیم. تجزیه و تحلیل جنبشی وابسته به pH حداکثر نرخ (kcat) و بازده کاتالیزوری (kcat/km) را نشان می‌دهد، از همان پروفایل pH به عنوان تبدیل طیف‌سنجی به گونه‌های پنج‌کوردینات پیروی می‌کند.
13,38361073,اطلاعات موجود در پروتئین‌ها از دنباله‌ای به ساختاری به عملکرد دیگر جریان می‌یابد، و هر مرحله به طور علّی توسط مرحله قبل هدایت می‌شود. طراحی پروتئین بر اساس معکوس کردن این فرآیند است: یک تابع مورد نظر را مشخص کنید، ساختاری را طراحی کنید که این تابع را اجرا می کند، و دنباله ای را پیدا کنید که در این ساختار تا می شود. این «دگم مرکزی» زیربنای تقریباً تمام تلاش‌های جدید طراحی پروتئین است. توانایی ما برای انجام این کارها به درک ما از تاخوردگی و عملکرد پروتئین و توانایی ما برای درک این درک در روش های محاسباتی بستگی دارد. در سال‌های اخیر، رویکردهای مبتنی بر یادگیری عمیق برای مدل‌سازی ساختار کارآمد و دقیق و غنی‌سازی طرح‌های موفق، پیشرفت فراتر از طراحی ساختارهای پروتئینی و به سمت طراحی پروتئین‌های عملکردی را ممکن ساخته است. ما این پیشرفت‌ها را در زمینه‌ی وسیع‌تر طراحی پروتئین کلاسیک de novo بررسی می‌کنیم و پیامدهایی را برای چالش‌های آینده در نظر می‌گیریم، از جمله قابلیت‌های اساسی مانند طراحی توالی و ساختار و کنترل ساختاری با در نظر گرفتن انعطاف‌پذیری، و اهداف عملکردی مانند طراحی آنتی‌بادی و آنزیم.
14,38357862,آنزیم‌ها زیست‌کاتالیست‌های ضروری برای کاربردهای صنعتی متعدد هستند، اما پایداری، انتخاب‌پذیری و شناسایی محدود بستر محدودیت‌هایی را برای استفاده از آن‌ها ایجاد می‌کند. علیرغم اهمیت مهندسی آنزیم در غلبه بر این محدودیت ها، موفقیت اغلب با معماری پیچیده آنزیم های مشتق شده از منابع طبیعی به چالش کشیده می شود. پیشرفت‌های اخیر در روش‌های محاسباتی، طراحی de novo داربست‌های ساده شده با مکان‌های کاربردی خاص را امکان‌پذیر کرده است. چنین داربست هایی ممکن است به عنوان پلتفرم هایی برای مهندسی آنزیم مفید باشند. در اینجا، ما یک استراتژی برای طراحی de novo یک داربست ساده شده از endo-α- ارائه می کنیم.
0,38455212,اثربخشی تجویز دوزهای بالای ویتامین D به بیماران مبتلا به کووید-19 نامشخص است. ما از ابتدا تا آگوست 2022، بدون هیچ محدودیتی در زبان، در بین پایگاه‌های اطلاعاتی متعدد (PubMed، EMBASE، کتابخانه کاکرین، و ISI Web of Science) جستجوی جامع انجام دادیم تا کارآزمایی‌های تصادفی‌سازی و کنترل‌شده (RCTs) را که تأثیر دوز بالا را بررسی می‌کردند، بیابیم. مکمل ویتامین D (تعریف شده به عنوان یک دوز ≥100000 IU یا دوز روزانه ≥10000 IU که به دوز کلی ≥100000 IU می رسد) در بیماران COVID-19. نسبت های ریسک (RR) با فاصله اطمینان 95% (CI) و میانگین وزنی تفاوت ها (WMD) با فاصله اطمینان 95% محاسبه شد. متاآنالیز ما شامل 5 RCT با مجموع 834 بیمار بود. مکمل ویتامین D با دوز بالا هیچ مزیت قابل توجهی برای مرگ و میر نشان نداد.
1,38451442,چندین ماده مغذی در تقویت سیستم ایمنی و حفظ یکپارچگی ساختاری موانع بافت بدن بسیار مهم هستند. ویتامین D (VD) و روی (Zn) به دلیل خواص تعدیل کننده ایمنی و توانایی آنها در تقویت دفاع ایمنی بدن مورد توجه قابل توجهی قرار گرفته اند. به دلیل خواص ضد ویروسی، ضد التهابی، آنتی اکسیدانی و تعدیل کننده ایمنی، دو نیروگاه تغذیه ای VD و Zn برای ایمنی ذاتی و تطبیقی ​​بسیار مهم هستند. همانطور که در COVID-19 مشاهده شد، کمبود این ریزمغذی‌ها پاسخ‌های ایمنی را مختل می‌کند و حساسیت به عفونت‌های ویروسی و بیماری‌های شدید را افزایش می‌دهد. اطمینان از دریافت کافی VD و Zn به عنوان یک استراتژی امیدوارکننده برای تقویت سیستم ایمنی ظاهر می شود. آزمایشات بالینی در حال انجام به طور فعال در حال بررسی مزایای بالقوه درمانی آنها هستند. فراتر از زمینه فوری همه‌گیری، این ریزمغذی‌ها ابزارهای ارزشمندی برای تقویت ایمنی و رفاه کلی، به‌ویژه در مواجهه با تهدیدات ویروسی آتی ارائه می‌دهند. این تجزیه و تحلیل بر اهمیت پایدار VD و Zn به عنوان اقدامات درمانی و پیشگیرانه در برابر چالش های ویروسی بالقوه فراتر از بحران سلامت فعلی تأکید می کند. بررسی اجمالی به پتانسیل تعدیل کننده ایمنی VD و Zn در مبارزه با عفونت های ویروسی، با توجه خاص به اثرات آنها بر حیوانات می پردازد. این یک خلاصه جامع از یافته‌های تحقیقات فعلی در مورد تأثیرات فردی و هم افزایی آنها بر عملکرد سیستم ایمنی ارائه می‌کند و بر پتانسیل آنها در درمان و پیشگیری از عفونت‌های ویروسی تأکید می‌کند. به طور کلی، این مرور کلی بر نیاز به تحقیقات بیشتر برای درک اینکه چگونه VD و Zn می‌توانند پاسخ ایمنی را در مبارزه با بیماری‌های ویروسی در حیوانات تعدیل کنند، تاکید می‌کند.
2,38450231,
3,38434628,
4,38431492,
